Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,15665,0,3,7.943182938049692,1.109000004362315,51.89520900603384,67.0,65.40379275922535,0.0,3,4,8,12,24,36,43,43,46,52,52
,Aggregated,15665,0,3,7.943182938049692,1.109000004362315,51.89520900603384,67.0,65.40379275922535,0.0,3,4,8,12,24,36,43,43,46,52,52
